order_id,completion_time,due_time,items_completed,items_total,release_time,shipped_time,start_time,status
Ord-00001,35.73642664950924,168.0,1,1,0,43.0,,shipped
Ord-00002,30.484116153328976,168.0,1,1,0,43.0,,shipped
Ord-00003,30.493105644489155,168.0,1,1,0,43.0,,shipped
Ord-00004,31.86100433233685,168.0,1,1,0,43.0,,shipped
Ord-00005,36.401213139254935,168.0,1,1,0,43.0,,shipped
Ord-00006,36.78064578899523,168.0,1,1,0,43.0,,shipped
Ord-00007,33.40262105327983,168.0,1,1,0,43.0,,shipped
Ord-00008,35.1003898934636,168.0,1,1,0,43.0,,shipped
Ord-00009,32.83863997023064,168.0,1,1,0,43.0,,shipped
Ord-00010,40.37126246877036,168.0,1,1,0,43.0,,shipped
Ord-00011,33.33266379196707,168.0,1,1,0,43.0,,shipped
Ord-00012,33.858952338874374,168.0,1,1,0,43.0,,shipped
Ord-00013,35.44626480603391,168.0,1,1,0,43.0,,shipped
Ord-00014,36.78295621171751,168.0,1,1,0,43.0,,shipped
Ord-00015,33.14642180010104,168.0,1,1,0,43.0,,shipped
Ord-00016,21.6850654029382,168.0,1,1,0,43.0,,shipped
Ord-00017,35.54264357397999,168.0,1,1,0,43.0,,shipped
Ord-00018,36.337435821999634,168.0,1,1,0,43.0,,shipped
Ord-00019,36.896329198584866,168.0,1,1,0,43.0,,shipped
Ord-00020,34.520265307280184,168.0,1,1,0,43.0,,shipped
Ord-00021,58.683746519927574,168.0,1,1,0,67.0,,shipped
Ord-00022,69.31653777694923,168.0,1,1,0,91.0,,shipped
Ord-00023,65.40726733474702,168.0,1,1,0,67.0,,shipped
Ord-00024,60.748937109912085,168.0,1,1,0,67.0,,shipped
Ord-00025,60.541562997420435,168.0,1,1,0,67.0,,shipped
Ord-00026,60.39288615290096,168.0,1,1,0,67.0,,shipped
Ord-00027,63.77735863481005,168.0,1,1,0,67.0,,shipped
Ord-00028,67.90316050215456,168.0,1,1,0,91.0,,shipped
Ord-00029,59.873526110234614,168.0,1,1,0,67.0,,shipped
Ord-00030,65.28918781487295,168.0,1,1,0,67.0,,shipped
Ord-00031,62.35316944918894,168.0,1,1,0,67.0,,shipped
Ord-00032,67.91917485866432,168.0,1,1,0,91.0,,shipped
Ord-00033,63.56647305222633,168.0,1,1,0,67.0,,shipped
Ord-00034,61.94732651568014,168.0,1,1,0,67.0,,shipped
Ord-00035,64.59710971706166,168.0,1,1,0,67.0,,shipped
Ord-00036,67.96222453429336,168.0,1,1,0,91.0,,shipped
Ord-00037,66.78956246684166,168.0,1,1,0,67.0,,shipped
Ord-00038,68.84115744335472,168.0,1,1,0,91.0,,shipped
Ord-00039,67.3057986920272,168.0,1,1,0,91.0,,shipped
Ord-00040,86.15781664961042,168.0,1,1,0,91.0,,shipped
Ord-00041,92.21437860764885,168.0,1,1,0,115.0,,shipped
Ord-00042,92.92091314389091,168.0,1,1,0,115.0,,shipped
Ord-00043,89.28622382208685,168.0,1,1,0,91.0,,shipped
Ord-00044,92.97884585555397,168.0,1,1,0,115.0,,shipped
Ord-00045,102.46997547405361,168.0,1,1,0,115.0,,shipped
Ord-00046,89.71405359395804,168.0,1,1,0,91.0,,shipped
Ord-00047,102.17109669514295,168.0,1,1,0,115.0,,shipped
Ord-00048,106.68199313197302,168.0,1,1,0,115.0,,shipped
Ord-00049,106.73481680492121,168.0,1,1,0,115.0,,shipped
Ord-00050,107.90588046293504,168.0,1,1,0,115.0,,shipped
Ord-00051,103.04917141265285,168.0,1,1,0,115.0,,shipped
Ord-00052,106.65160704015514,168.0,1,1,0,115.0,,shipped
Ord-00053,92.75627731691868,168.0,1,1,0,115.0,,shipped
Ord-00054,102.97234867739728,168.0,1,1,0,115.0,,shipped
Ord-00055,103.56693890499325,168.0,1,1,0,115.0,,shipped
Ord-00056,107.44903431885008,168.0,1,1,0,115.0,,shipped
Ord-00057,103.66031546065145,168.0,1,1,0,115.0,,shipped
Ord-00058,107.4743025675502,168.0,1,1,0,115.0,,shipped
Ord-00059,104.36737837170188,168.0,1,1,0,115.0,,shipped
Ord-00060,115.86484049482036,168.0,1,1,0,139.0,,shipped
Ord-00061,117.98364105797579,168.0,1,1,0,139.0,,shipped
Ord-00062,134.02251227320394,168.0,1,1,0,139.0,,shipped
Ord-00063,136.70712025654754,168.0,1,1,0,139.0,,shipped
Ord-00064,130.7412467838798,168.0,1,1,0,139.0,,shipped
Ord-00065,126.83528213118377,168.0,1,1,0,139.0,,shipped
Ord-00066,128.89646582201837,168.0,1,1,0,139.0,,shipped
Ord-00067,132.51403438029277,168.0,1,1,0,139.0,,shipped
Ord-00068,134.8558511922267,168.0,1,1,0,139.0,,shipped
Ord-00069,134.1069922061955,168.0,1,1,0,139.0,,shipped
Ord-00070,134.48892543184039,168.0,1,1,0,139.0,,shipped
Ord-00071,127.20711865936975,168.0,1,1,0,139.0,,shipped
Ord-00072,131.61821188934647,168.0,1,1,0,139.0,,shipped
Ord-00073,135.55085015480034,168.0,1,1,0,139.0,,shipped
Ord-00074,135.74261952185154,168.0,1,1,0,139.0,,shipped
Ord-00075,135.58130150772985,168.0,1,1,0,139.0,,shipped
Ord-00076,137.02033475994446,168.0,1,1,0,139.0,,shipped
Ord-00077,136.54795748291653,168.0,1,1,0,139.0,,shipped
Ord-00078,139.19161270156184,168.0,1,1,0,163.0,,shipped
Ord-00079,131.5807989615055,168.0,1,1,0,139.0,,shipped
Ord-00080,182.3548484287678,168.0,1,1,0,187.0,,shipped
Ord-00081,185.08937275848712,168.0,1,1,0,187.0,,shipped
Ord-00082,179.31903653968942,168.0,1,1,0,187.0,,shipped
Ord-00083,179.78652397406768,168.0,1,1,0,187.0,,shipped
Ord-00084,186.56177950306378,168.0,1,1,0,187.0,,shipped
Ord-00085,181.95335048763468,168.0,1,1,0,187.0,,shipped
Ord-00086,187.96008087353823,168.0,1,1,0,,,completed
Ord-00087,186.76792655467332,168.0,1,1,0,187.0,,shipped
Ord-00088,187.53662445172333,168.0,1,1,0,,,completed
Ord-00089,199.17388823214037,168.0,1,1,0,,,completed
Ord-00090,199.30804529534774,168.0,1,1,0,,,completed
Ord-00091,,168.0,0,1,0,,,open
Ord-00092,187.9868621998598,168.0,1,1,0,,,completed
Ord-00093,199.026120416025,168.0,1,1,0,,,completed
Ord-00094,199.4736823872317,168.0,1,1,0,,,completed
Ord-00095,188.94022706423272,168.0,1,1,0,,,completed
Ord-00096,,168.0,0,1,0,,,open
Ord-00097,,168.0,0,1,0,,,open
Ord-00098,198.34515108527904,168.0,1,1,0,,,completed
Ord-00099,,168.0,0,1,0,,,open
Ord-00100,,168.0,0,1,0,,,open
Ord-00101,,168.0,0,1,0,,,open
Ord-00102,,168.0,0,1,0,,,open
Ord-00103,,168.0,0,1,0,,,open
Ord-00104,,168.0,0,1,0,,,open
Ord-00105,,168.0,0,1,0,,,open
Ord-00106,,168.0,0,1,0,,,open
Ord-00107,,168.0,0,1,0,,,open
Ord-00108,,168.0,0,1,0,,,open
Ord-00109,,168.0,0,1,0,,,open
Ord-00110,,168.0,0,1,0,,,open
Ord-00111,,168.0,0,1,0,,,open
Ord-00112,,168.0,0,1,0,,,open
Ord-00113,,168.0,0,1,0,,,open
Ord-00114,,168.0,0,1,0,,,open
Ord-00115,,168.0,0,1,0,,,open
Ord-00116,,168.0,0,1,0,,,open
Ord-00117,,168.0,0,1,0,,,open
Ord-00118,,168.0,0,1,0,,,open
Ord-00119,,168.0,0,1,0,,,open
Ord-00120,,168.0,0,1,0,,,open
Ord-00121,,168.0,0,1,0,,,open
Ord-00122,,168.0,0,1,0,,,open
Ord-00123,,168.0,0,1,0,,,open
Ord-00124,,168.0,0,1,0,,,open
Ord-00125,,168.0,0,1,0,,,open
Ord-00126,,168.0,0,1,0,,,open
Ord-00127,,168.0,0,1,0,,,open
Ord-00128,,168.0,0,1,0,,,open
Ord-00129,,168.0,0,1,0,,,open
Ord-00130,,168.0,0,1,0,,,open
Ord-00131,,168.0,0,1,0,,,open
Ord-00132,,168.0,0,1,0,,,open
Ord-00133,,168.0,0,1,0,,,open
Ord-00134,,168.0,0,1,0,,,open
Ord-00135,,168.0,0,1,0,,,open
Ord-00136,,168.0,0,1,0,,,open
Ord-00137,,168.0,0,1,0,,,open
Ord-00138,,168.0,0,1,0,,,open
Ord-00139,,168.0,0,1,0,,,open
Ord-00140,,168.0,0,1,0,,,open
Ord-00141,,168.0,0,1,0,,,open
Ord-00142,,168.0,0,1,0,,,open
Ord-00143,,168.0,0,1,0,,,open
Ord-00144,,168.0,0,1,0,,,open
Ord-00145,,168.0,0,1,0,,,open
Ord-00146,,168.0,0,1,0,,,open
Ord-00147,,168.0,0,1,0,,,open
Ord-00148,,168.0,0,1,0,,,open
Ord-00149,,168.0,0,1,0,,,open
Ord-00150,,168.0,0,1,0,,,open
Ord-00151,,168.0,0,1,0,,,open
Ord-00152,,168.0,0,1,0,,,open
Ord-00153,,168.0,0,1,0,,,open
Ord-00154,,168.0,0,1,0,,,open
Ord-00155,,168.0,0,1,0,,,open
Ord-00156,,168.0,0,1,0,,,open
Ord-00157,,168.0,0,1,0,,,open
Ord-00158,,168.0,0,1,0,,,open
Ord-00159,,168.0,0,1,0,,,open
Ord-00160,,168.0,0,1,0,,,open
Ord-00161,,168.0,0,1,0,,,open
Ord-00162,,168.0,0,1,0,,,open
Ord-00163,,168.0,0,1,0,,,open
Ord-00164,,168.0,0,1,0,,,open
