product,stage,type,material,quantity,remaining_stock,time
ProductA,Cutting,consumption,Steel_Sheet,-2,148,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.85,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.7,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,146,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,144,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,142,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,140,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,138,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,136,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,134,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.54999999999998,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,132,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,130,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,128,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,126,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.39999999999998,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,124,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,122,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,120,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,118,6.099999999999994
ProductA,Routing,consumption,Routing_Bits,-0.1,149.29999999999998,9.799999999999981
ProductA,Routing,consumption,Routing_Bits,-0.1,149.2,9.89999999999998
ProductA,Routing,consumption,Routing_Bits,-0.1,149.1,9.89999999999998
ProductA,Routing,consumption,Routing_Bits,-0.1,149.0,9.99999999999998
ProductA,Routing,consumption,Routing_Bits,-0.1,148.9,10.599999999999978
ProductB,Cutting,consumption,Steel_Sheet,-1.5,116.5,10.599999999999978
ProductA,Routing,consumption,Routing_Bits,-0.1,148.8,10.799999999999978
ProductA,Routing,consumption,Routing_Bits,-0.1,148.70000000000002,10.799999999999978
ProductA,Routing,consumption,Routing_Bits,-0.1,148.60000000000002,10.799999999999978
ProductA,Routing,consumption,Routing_Bits,-0.1,148.50000000000003,10.899999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.40000000000003,10.899999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.30000000000004,11.099999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.20000000000005,11.099999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.10000000000005,11.099999999999977
ProductB,Cutting,consumption,Steel_Sheet,-1.5,115.0,11.199999999999976
ProductA,Routing,consumption,Routing_Bits,-0.1,148.00000000000006,11.199999999999976
ProductB,Cutting,consumption,Steel_Sheet,-1.5,113.5,11.299999999999976
ProductA,Routing,consumption,Routing_Bits,-0.1,147.90000000000006,11.299999999999976
ProductA,Routing,consumption,Routing_Bits,-0.1,147.80000000000007,11.299999999999976
ProductB,Cutting,consumption,Steel_Sheet,-1.5,112.0,11.699999999999974
ProductB,Painting,consumption,Paint,-1.2,148.8,15.399999999999961
ProductB,Painting,consumption,Paint,-1.2,147.60000000000002,15.59999999999996
ProductB,Painting,consumption,Paint,-1.2,146.40000000000003,15.79999999999996
ProductB,Painting,consumption,Paint,-1.2,145.20000000000005,16.19999999999996
ProductA,Painting,consumption,Paint,-1,144.20000000000005,16.29999999999996
ProductA,Painting,consumption,Paint,-1,143.20000000000005,17.59999999999998
ProductA,Painting,consumption,Paint,-1,142.20000000000005,17.69999999999998
ProductA,Painting,consumption,Paint,-1,141.20000000000005,17.899999999999984
ProductA,Painting,consumption,Paint,-1,140.20000000000005,18.599999999999994
ProductA,Painting,consumption,Paint,-1,139.20000000000005,18.599999999999994
ProductA,Painting,consumption,Paint,-1,138.20000000000005,18.599999999999994
ProductA,Painting,consumption,Paint,-1,137.20000000000005,18.699999999999996
ProductA,Painting,consumption,Paint,-1,136.20000000000005,18.799999999999997
ProductA,Painting,consumption,Paint,-1,135.20000000000005,18.9
ProductA,Painting,consumption,Paint,-1,134.20000000000005,18.9
ProductA,Painting,consumption,Paint,-1,133.20000000000005,19.0
ProductA,Painting,consumption,Paint,-1,132.20000000000005,19.1
ProductA,Painting,consumption,Paint,-1,131.20000000000005,19.200000000000003
ProductA,Painting,consumption,Paint,-1,130.20000000000005,19.200000000000003
ProductA,Painting,consumption,Paint,-1,129.20000000000005,20.100000000000016
ProductB,Routing,consumption,Routing_Bits,-0.15,147.65000000000006,21.70000000000004
ProductA,Cutting,consumption,Steel_Sheet,-2,110.0,30.500000000000163
ProductA,Cutting,consumption,Steel_Sheet,-2,108.0,30.500000000000163
ProductB,Routing,consumption,Routing_Bits,-0.15,147.50000000000006,31.900000000000183
ProductB,Routing,consumption,Routing_Bits,-0.15,147.35000000000005,32.9000000000002
ProductB,Routing,consumption,Routing_Bits,-0.15,147.20000000000005,33.2000000000002
ProductA,Cutting,consumption,Steel_Sheet,-2,106.0,33.400000000000205
ProductA,Cutting,consumption,Steel_Sheet,-2,104.0,33.500000000000206
ProductB,Routing,consumption,Routing_Bits,-0.15,147.05000000000004,33.90000000000021
ProductA,Cutting,consumption,Steel_Sheet,-2,102.0,34.60000000000022
ProductA,Cutting,consumption,Steel_Sheet,-2,100.0,35.20000000000023
ProductA,Cutting,consumption,Steel_Sheet,-2,98.0,35.500000000000234
ProductA,Cutting,consumption,Steel_Sheet,-2,96.0,35.600000000000236
ProductB,Routing,consumption,Routing_Bits,-0.15,146.90000000000003,35.80000000000024
ProductA,Routing,consumption,Routing_Bits,-0.1,146.80000000000004,36.300000000000246
ProductA,Routing,consumption,Routing_Bits,-0.1,146.70000000000005,36.300000000000246
ProductA,Cutting,consumption,Steel_Sheet,-2,94.0,36.50000000000025
ProductB,Routing,consumption,Routing_Bits,-0.15,146.55000000000004,36.50000000000025
ProductA,Cutting,consumption,Steel_Sheet,-2,92.0,37.000000000000256
ProductA,Cutting,consumption,Steel_Sheet,-2,90.0,37.000000000000256
ProductA,Cutting,consumption,Steel_Sheet,-2,88.0,37.000000000000256
ProductA,Routing,consumption,Routing_Bits,-0.1,146.45000000000005,37.50000000000026
ProductB,Cutting,consumption,Steel_Sheet,-1.5,86.5,38.10000000000027
ProductB,Cutting,consumption,Steel_Sheet,-1.5,85.0,38.60000000000028
ProductB,Cutting,consumption,Steel_Sheet,-1.5,83.5,38.60000000000028
ProductA,Routing,consumption,Routing_Bits,-0.1,146.35000000000005,39.9000000000003
ProductB,Cutting,consumption,Steel_Sheet,-1.5,82.0,40.1000000000003
ProductA,Cutting,consumption,Steel_Sheet,-2,80.0,40.400000000000304
ProductA,Routing,consumption,Routing_Bits,-0.1,146.25000000000006,40.400000000000304
ProductB,Cutting,consumption,Steel_Sheet,-1.5,78.5,40.70000000000031
ProductA,Routing,consumption,Routing_Bits,-0.1,146.15000000000006,40.90000000000031
ProductA,Routing,consumption,Routing_Bits,-0.1,146.05000000000007,41.200000000000315
ProductA,Routing,consumption,Routing_Bits,-0.1,145.95000000000007,41.50000000000032
ProductB,Cutting,consumption,Steel_Sheet,-1.5,77.0,41.60000000000032
ProductA,Routing,consumption,Routing_Bits,-0.1,145.85000000000008,42.70000000000034
ProductB,Painting,consumption,Paint,-1.2,128.00000000000006,43.80000000000035
ProductA,Routing,consumption,Routing_Bits,-0.1,145.75000000000009,44.000000000000355
ProductB,Painting,consumption,Paint,-1.2,126.80000000000005,44.10000000000036
ProductA,Routing,consumption,Routing_Bits,-0.1,145.6500000000001,44.20000000000036
ProductA,Routing,consumption,Routing_Bits,-0.1,145.5500000000001,44.50000000000036
ProductB,Cutting,consumption,Steel_Sheet,-1.5,75.5,44.90000000000037
ProductB,Painting,consumption,Paint,-1.2,125.60000000000005,45.10000000000037
ProductB,Painting,consumption,Paint,-1.2,124.40000000000005,54.500000000000504
ProductB,Painting,consumption,Paint,-1.2,123.20000000000005,54.80000000000051
ProductB,Painting,consumption,Paint,-1.2,122.00000000000004,55.50000000000052
ProductA,Painting,consumption,Paint,-1,121.00000000000004,55.50000000000052
ProductA,Painting,consumption,Paint,-1,120.00000000000004,55.80000000000052
ProductA,Painting,consumption,Paint,-1,119.00000000000004,55.900000000000524
ProductA,Painting,consumption,Paint,-1,118.00000000000004,56.20000000000053
ProductA,Painting,consumption,Paint,-1,117.00000000000004,56.30000000000053
ProductA,Painting,consumption,Paint,-1,116.00000000000004,56.700000000000536
ProductA,Painting,consumption,Paint,-1,115.00000000000004,57.10000000000054
ProductA,Painting,consumption,Paint,-1,114.00000000000004,57.300000000000544
ProductA,Painting,consumption,Paint,-1,113.00000000000004,57.70000000000055
ProductB,Routing,consumption,Routing_Bits,-0.15,145.4000000000001,58.700000000000564
ProductA,Routing,consumption,Routing_Bits,-0.1,145.3000000000001,59.30000000000057
ProductA,Painting,consumption,Paint,-1,112.00000000000004,59.400000000000574
