order_id,completion_time,due_time,items_completed,items_total,release_time,shipped_time,start_time,status
Ord-00001,35.738077512324246,168.0,1,1,0,43.0,,shipped
Ord-00002,31.166890578311403,168.0,1,1,0,43.0,,shipped
Ord-00003,33.426703330723605,168.0,1,1,0,43.0,,shipped
Ord-00004,34.613140982339075,168.0,1,1,0,43.0,,shipped
Ord-00005,31.46131121009198,168.0,1,1,0,43.0,,shipped
Ord-00006,34.92357269328275,168.0,1,1,0,43.0,,shipped
Ord-00007,36.07950752057371,168.0,1,1,0,43.0,,shipped
Ord-00008,35.52759900692541,168.0,1,1,0,43.0,,shipped
Ord-00009,33.11678727719808,168.0,1,1,0,43.0,,shipped
Ord-00010,38.71478326217357,168.0,1,1,0,43.0,,shipped
Ord-00011,32.89571880355872,168.0,1,1,0,43.0,,shipped
Ord-00012,36.36472595286025,168.0,1,1,0,43.0,,shipped
Ord-00013,30.536945703835716,168.0,1,1,0,43.0,,shipped
Ord-00014,33.01487275848564,168.0,1,1,0,43.0,,shipped
Ord-00015,36.93165051067249,168.0,1,1,0,43.0,,shipped
Ord-00016,33.18419122353217,168.0,1,1,0,43.0,,shipped
Ord-00017,36.87854233469909,168.0,1,1,0,43.0,,shipped
Ord-00018,33.91972591042954,168.0,1,1,0,43.0,,shipped
Ord-00019,30.498233758359774,168.0,1,1,0,43.0,,shipped
Ord-00020,33.47707984896552,168.0,1,1,0,43.0,,shipped
Ord-00021,61.97671587254439,168.0,1,1,0,67.0,,shipped
Ord-00022,68.3707019805328,168.0,1,1,0,91.0,,shipped
Ord-00023,67.34086365232078,168.0,1,1,0,91.0,,shipped
Ord-00024,62.03712250786913,168.0,1,1,0,67.0,,shipped
Ord-00025,61.622357445098125,168.0,1,1,0,67.0,,shipped
Ord-00026,62.1812253410973,168.0,1,1,0,67.0,,shipped
Ord-00027,68.63877472139099,168.0,1,1,0,91.0,,shipped
Ord-00028,68.79813953767618,168.0,1,1,0,91.0,,shipped
Ord-00029,61.7282182324363,168.0,1,1,0,67.0,,shipped
Ord-00030,63.691451970691205,168.0,1,1,0,67.0,,shipped
Ord-00031,66.85761330066983,168.0,1,1,0,67.0,,shipped
Ord-00032,65.09068985898993,168.0,1,1,0,67.0,,shipped
Ord-00033,64.32703731470947,168.0,1,1,0,67.0,,shipped
Ord-00034,62.02168519294863,168.0,1,1,0,67.0,,shipped
Ord-00035,64.62649282712077,168.0,1,1,0,67.0,,shipped
Ord-00036,61.981538769360014,168.0,1,1,0,67.0,,shipped
Ord-00037,67.88673484642261,168.0,1,1,0,91.0,,shipped
Ord-00038,69.42699077690412,168.0,1,1,0,91.0,,shipped
Ord-00039,67.91387631022874,168.0,1,1,0,91.0,,shipped
Ord-00040,67.98858830592594,168.0,1,1,0,91.0,,shipped
Ord-00041,91.04347656012311,168.0,1,1,0,115.0,,shipped
Ord-00042,91.38057537185126,168.0,1,1,0,115.0,,shipped
Ord-00043,92.75234852819626,168.0,1,1,0,115.0,,shipped
Ord-00044,93.01183757790184,168.0,1,1,0,115.0,,shipped
Ord-00045,105.55494467318094,168.0,1,1,0,115.0,,shipped
Ord-00046,102.61002405306067,168.0,1,1,0,115.0,,shipped
Ord-00047,103.9497912608294,168.0,1,1,0,115.0,,shipped
Ord-00048,110.97584153634071,168.0,1,1,0,115.0,,shipped
Ord-00049,106.62348107888488,168.0,1,1,0,115.0,,shipped
Ord-00050,107.63383886320092,168.0,1,1,0,115.0,,shipped
Ord-00051,107.93800669286617,168.0,1,1,0,115.0,,shipped
Ord-00052,107.36472617548307,168.0,1,1,0,115.0,,shipped
Ord-00053,92.10780475979058,168.0,1,1,0,115.0,,shipped
Ord-00054,107.76036991092947,168.0,1,1,0,115.0,,shipped
Ord-00055,110.19761712665401,168.0,1,1,0,115.0,,shipped
Ord-00056,106.74384367893587,168.0,1,1,0,115.0,,shipped
Ord-00057,106.87210693878603,168.0,1,1,0,115.0,,shipped
Ord-00058,109.915170479833,168.0,1,1,0,115.0,,shipped
Ord-00059,108.4972632415236,168.0,1,1,0,115.0,,shipped
Ord-00060,103.84777443491834,168.0,1,1,0,115.0,,shipped
Ord-00061,131.23911206618968,168.0,1,1,0,139.0,,shipped
Ord-00062,136.38253771872036,168.0,1,1,0,139.0,,shipped
Ord-00063,136.83854021462224,168.0,1,1,0,139.0,,shipped
Ord-00064,132.41332937071522,168.0,1,1,0,139.0,,shipped
Ord-00065,129.52968452457523,168.0,1,1,0,139.0,,shipped
Ord-00066,130.978962195297,168.0,1,1,0,139.0,,shipped
Ord-00067,131.85829490294628,168.0,1,1,0,139.0,,shipped
Ord-00068,137.29798866089445,168.0,1,1,0,139.0,,shipped
Ord-00069,136.8769604395411,168.0,1,1,0,139.0,,shipped
Ord-00070,135.56019048237957,168.0,1,1,0,139.0,,shipped
Ord-00071,140.9778383631938,168.0,1,1,0,163.0,,shipped
Ord-00072,141.23303813733838,168.0,1,1,0,163.0,,shipped
Ord-00073,140.6678561951548,168.0,1,1,0,163.0,,shipped
Ord-00074,174.54715317195607,168.0,1,1,0,187.0,,shipped
Ord-00075,135.07140030968793,168.0,1,1,0,139.0,,shipped
Ord-00076,174.4232869870016,168.0,1,1,0,187.0,,shipped
Ord-00077,174.91366784965675,168.0,1,1,0,187.0,,shipped
Ord-00078,140.79675705210997,168.0,1,1,0,163.0,,shipped
Ord-00079,175.23106886335987,168.0,1,1,0,187.0,,shipped
Ord-00080,178.52387431902898,168.0,1,1,0,187.0,,shipped
Ord-00081,,168.0,0,1,0,,,open
Ord-00082,187.88731249121406,168.0,1,1,0,,,completed
Ord-00083,184.99356881395548,168.0,1,1,0,187.0,,shipped
Ord-00084,,168.0,0,1,0,,,open
Ord-00085,,168.0,0,1,0,,,open
Ord-00086,,168.0,0,1,0,,,open
Ord-00087,,168.0,0,1,0,,,open
Ord-00088,,168.0,0,1,0,,,open
Ord-00089,,168.0,0,1,0,,,open
Ord-00090,189.91934648522184,168.0,1,1,0,,,completed
Ord-00091,,168.0,0,1,0,,,open
Ord-00092,,168.0,0,1,0,,,open
Ord-00093,,168.0,0,1,0,,,open
Ord-00094,,168.0,0,1,0,,,open
Ord-00095,,168.0,0,1,0,,,open
Ord-00096,,168.0,0,1,0,,,open
Ord-00097,,168.0,0,1,0,,,open
Ord-00098,,168.0,0,1,0,,,open
Ord-00099,,168.0,0,1,0,,,open
Ord-00100,,168.0,0,1,0,,,open
