order_id,completion_time,due_time,items_completed,items_total,release_time,shipped_time,start_time,status
Ord-00001,34.972730836887244,168.0,1,1,0,43.0,,shipped
Ord-00002,35.043812837131156,168.0,1,1,0,43.0,,shipped
Ord-00003,30.91038244486966,168.0,1,1,0,43.0,,shipped
Ord-00004,33.11238237460634,168.0,1,1,0,43.0,,shipped
Ord-00005,35.07912348741279,168.0,1,1,0,43.0,,shipped
Ord-00006,32.418274108847946,168.0,1,1,0,43.0,,shipped
Ord-00007,35.24386678434853,168.0,1,1,0,43.0,,shipped
Ord-00008,37.370466245060484,168.0,1,1,0,43.0,,shipped
Ord-00009,36.236302018441414,168.0,1,1,0,43.0,,shipped
Ord-00010,33.700129727178684,168.0,1,1,0,43.0,,shipped
Ord-00011,31.386177004389427,168.0,1,1,0,43.0,,shipped
Ord-00012,36.85987383948704,168.0,1,1,0,43.0,,shipped
Ord-00013,35.631936455516794,168.0,1,1,0,43.0,,shipped
Ord-00014,32.83714290760259,168.0,1,1,0,43.0,,shipped
Ord-00015,36.43947311985522,168.0,1,1,0,43.0,,shipped
Ord-00016,31.156599561458297,168.0,1,1,0,43.0,,shipped
Ord-00017,34.5077297432702,168.0,1,1,0,43.0,,shipped
Ord-00018,35.69694616024058,168.0,1,1,0,43.0,,shipped
Ord-00019,32.92933289229271,168.0,1,1,0,43.0,,shipped
Ord-00020,36.196830083366,168.0,1,1,0,43.0,,shipped
Ord-00021,60.33195555623575,168.0,1,1,0,67.0,,shipped
Ord-00022,65.8641236982536,168.0,1,1,0,67.0,,shipped
Ord-00023,69.62449161259835,168.0,1,1,0,91.0,,shipped
Ord-00024,60.25055027339012,168.0,1,1,0,67.0,,shipped
Ord-00025,59.17248309254955,168.0,1,1,0,67.0,,shipped
Ord-00026,65.35040211264091,168.0,1,1,0,67.0,,shipped
Ord-00027,68.2181665239949,168.0,1,1,0,91.0,,shipped
Ord-00028,68.47360287429935,168.0,1,1,0,91.0,,shipped
Ord-00029,65.93511416156215,168.0,1,1,0,67.0,,shipped
Ord-00030,68.47532977695572,168.0,1,1,0,91.0,,shipped
