product,stage,type,material,quantity,remaining_stock,time
ProductA,Cutting,consumption,Steel_Sheet,-2,148,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.85,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.7,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,146,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,144,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,142,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,140,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,138,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,136,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,134,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.54999999999998,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,132,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,130,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,128,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,126,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.39999999999998,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,124,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,122,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,120,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,118,6.099999999999994
ProductA,Routing,consumption,Routing_Bits,-0.1,149.29999999999998,9.799999999999981
ProductA,Routing,consumption,Routing_Bits,-0.1,149.2,9.799999999999981
ProductA,Routing,consumption,Routing_Bits,-0.1,149.1,9.89999999999998
ProductA,Routing,consumption,Routing_Bits,-0.1,149.0,9.99999999999998
ProductA,Routing,consumption,Routing_Bits,-0.1,148.9,10.599999999999978
ProductA,Routing,consumption,Routing_Bits,-0.1,148.8,10.599999999999978
ProductA,Routing,consumption,Routing_Bits,-0.1,148.70000000000002,10.599999999999978
ProductA,Routing,consumption,Routing_Bits,-0.1,148.60000000000002,10.899999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.50000000000003,10.999999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.40000000000003,10.999999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.30000000000004,10.999999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.20000000000005,11.099999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.10000000000005,11.099999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.00000000000006,11.199999999999976
ProductA,Routing,consumption,Routing_Bits,-0.1,147.90000000000006,11.299999999999976
ProductA,Routing,consumption,Routing_Bits,-0.1,147.80000000000007,11.399999999999975
ProductB,Cutting,consumption,Steel_Sheet,-1.5,116.5,11.399999999999975
ProductB,Cutting,consumption,Steel_Sheet,-1.5,115.0,12.399999999999972
ProductB,Cutting,consumption,Steel_Sheet,-1.5,113.5,12.399999999999972
ProductB,Cutting,consumption,Steel_Sheet,-1.5,112.0,12.69999999999997
ProductA,Painting,consumption,Paint,-1,149,15.69999999999996
ProductB,Painting,consumption,Paint,-1.2,147.8,16.29999999999996
ProductA,Painting,consumption,Paint,-1,146.8,16.399999999999963
ProductB,Painting,consumption,Paint,-1.2,145.60000000000002,16.79999999999997
ProductB,Painting,consumption,Paint,-1.2,144.40000000000003,17.299999999999976
ProductB,Painting,consumption,Paint,-1.2,143.20000000000005,17.299999999999976
ProductA,Painting,consumption,Paint,-1,142.20000000000005,17.59999999999998
ProductA,Painting,consumption,Paint,-1,141.20000000000005,17.799999999999983
ProductA,Painting,consumption,Paint,-1,140.20000000000005,17.799999999999983
ProductA,Painting,consumption,Paint,-1,139.20000000000005,17.899999999999984
ProductA,Painting,consumption,Paint,-1,138.20000000000005,18.599999999999994
ProductA,Painting,consumption,Paint,-1,137.20000000000005,18.699999999999996
ProductA,Painting,consumption,Paint,-1,136.20000000000005,18.699999999999996
ProductA,Painting,consumption,Paint,-1,135.20000000000005,18.699999999999996
ProductA,Painting,consumption,Paint,-1,134.20000000000005,18.9
ProductA,Painting,consumption,Paint,-1,133.20000000000005,19.200000000000003
ProductA,Painting,consumption,Paint,-1,132.20000000000005,19.400000000000006
ProductA,Painting,consumption,Paint,-1,131.20000000000005,19.400000000000006
ProductA,Painting,consumption,Paint,-1,130.20000000000005,19.500000000000007
ProductA,Painting,consumption,Paint,-1,129.20000000000005,19.500000000000007
ProductB,Routing,consumption,Routing_Bits,-0.15,147.65000000000006,30.700000000000166
ProductA,Cutting,consumption,Steel_Sheet,-2,110.0,30.90000000000017
ProductA,Cutting,consumption,Steel_Sheet,-2,108.0,31.300000000000175
ProductB,Routing,consumption,Routing_Bits,-0.15,147.50000000000006,32.60000000000019
ProductB,Routing,consumption,Routing_Bits,-0.15,147.35000000000005,32.700000000000195
ProductB,Routing,consumption,Routing_Bits,-0.15,147.20000000000005,32.800000000000196
ProductA,Cutting,consumption,Steel_Sheet,-2,106.0,33.60000000000021
ProductA,Cutting,consumption,Steel_Sheet,-2,104.0,33.70000000000021
ProductB,Routing,consumption,Routing_Bits,-0.15,147.05000000000004,34.900000000000226
ProductA,Cutting,consumption,Steel_Sheet,-2,102.0,35.30000000000023
ProductA,Cutting,consumption,Steel_Sheet,-2,100.0,36.00000000000024
ProductA,Cutting,consumption,Steel_Sheet,-2,98.0,36.200000000000244
ProductA,Cutting,consumption,Steel_Sheet,-2,96.0,36.80000000000025
ProductB,Routing,consumption,Routing_Bits,-0.15,146.90000000000003,36.900000000000254
ProductA,Cutting,consumption,Steel_Sheet,-2,94.0,37.000000000000256
ProductB,Routing,consumption,Routing_Bits,-0.15,146.75000000000003,37.20000000000026
ProductA,Cutting,consumption,Steel_Sheet,-2,92.0,37.30000000000026
ProductA,Cutting,consumption,Steel_Sheet,-2,90.0,37.30000000000026
ProductB,Cutting,consumption,Steel_Sheet,-1.5,88.5,37.30000000000026
ProductA,Cutting,consumption,Steel_Sheet,-2,86.5,37.90000000000027
ProductA,Routing,consumption,Routing_Bits,-0.1,146.65000000000003,38.20000000000027
ProductA,Cutting,consumption,Steel_Sheet,-2,84.5,38.20000000000027
ProductB,Cutting,consumption,Steel_Sheet,-1.5,83.0,38.60000000000028
ProductA,Routing,consumption,Routing_Bits,-0.1,146.55000000000004,39.40000000000029
ProductA,Routing,consumption,Routing_Bits,-0.1,146.45000000000005,39.9000000000003
ProductA,Routing,consumption,Routing_Bits,-0.1,146.35000000000005,39.9000000000003
ProductA,Routing,consumption,Routing_Bits,-0.1,146.25000000000006,40.1000000000003
ProductA,Routing,consumption,Routing_Bits,-0.1,146.15000000000006,40.90000000000031
ProductA,Routing,consumption,Routing_Bits,-0.1,146.05000000000007,41.00000000000031
ProductA,Routing,consumption,Routing_Bits,-0.1,145.95000000000007,41.30000000000032
ProductB,Cutting,consumption,Steel_Sheet,-1.5,81.5,41.70000000000032
ProductB,Cutting,consumption,Steel_Sheet,-1.5,80.0,41.900000000000325
ProductA,Routing,consumption,Routing_Bits,-0.1,145.85000000000008,43.00000000000034
ProductB,Cutting,consumption,Steel_Sheet,-1.5,78.5,43.200000000000344
ProductA,Routing,consumption,Routing_Bits,-0.1,145.75000000000009,44.40000000000036
ProductA,Routing,consumption,Routing_Bits,-0.1,145.6500000000001,44.80000000000037
ProductA,Routing,consumption,Routing_Bits,-0.1,145.5500000000001,44.80000000000037
ProductB,Cutting,consumption,Steel_Sheet,-1.5,77.0,45.10000000000037
ProductB,Painting,consumption,Paint,-1.2,128.00000000000006,45.10000000000037
ProductB,Painting,consumption,Paint,-1.2,126.80000000000005,45.20000000000037
ProductA,Routing,consumption,Routing_Bits,-0.1,145.4500000000001,45.300000000000374
ProductB,Cutting,consumption,Steel_Sheet,-1.5,75.5,45.90000000000038
ProductB,Painting,consumption,Paint,-1.2,125.60000000000005,54.4000000000005
ProductB,Painting,consumption,Paint,-1.2,124.40000000000005,54.4000000000005
ProductA,Painting,consumption,Paint,-1,123.40000000000005,55.70000000000052
ProductB,Painting,consumption,Paint,-1.2,122.20000000000005,55.70000000000052
ProductA,Painting,consumption,Paint,-1,121.20000000000005,56.20000000000053
ProductA,Painting,consumption,Paint,-1,120.20000000000005,57.00000000000054
ProductA,Painting,consumption,Paint,-1,119.20000000000005,57.20000000000054
ProductA,Painting,consumption,Paint,-1,118.20000000000005,57.20000000000054
ProductB,Painting,consumption,Paint,-1.2,117.00000000000004,57.400000000000546
ProductA,Painting,consumption,Paint,-1,116.00000000000004,57.50000000000055
ProductB,Painting,consumption,Paint,-1.2,114.80000000000004,57.70000000000055
ProductA,Painting,consumption,Paint,-1,113.80000000000004,57.90000000000055
ProductA,Painting,consumption,Paint,-1,112.80000000000004,58.700000000000564
ProductA,Painting,consumption,Paint,-1,111.80000000000004,59.60000000000058
ProductA,Painting,consumption,Paint,-1,110.80000000000004,60.100000000000584
