order_id,completion_time,due_time,items_completed,items_total,release_time,shipped_time,start_time,status
Ord-00001,36.66521719506114,168.0,1,1,0,43.0,,shipped
Ord-00002,33.88807392025208,168.0,1,1,0,43.0,,shipped
Ord-00003,34.53698123489852,168.0,1,1,0,43.0,,shipped
Ord-00004,34.833593686511506,168.0,1,1,0,43.0,,shipped
Ord-00005,33.24816998407429,168.0,1,1,0,43.0,,shipped
Ord-00006,30.649851984306306,168.0,1,1,0,43.0,,shipped
Ord-00007,34.93382844651012,168.0,1,1,0,43.0,,shipped
Ord-00008,34.650150059795614,168.0,1,1,0,43.0,,shipped
Ord-00009,32.96699576276421,168.0,1,1,0,43.0,,shipped
Ord-00010,34.81211889460958,168.0,1,1,0,43.0,,shipped
Ord-00011,31.110117552562947,168.0,1,1,0,43.0,,shipped
Ord-00012,37.12112978131422,168.0,1,1,0,43.0,,shipped
Ord-00013,32.195093202747294,168.0,1,1,0,43.0,,shipped
Ord-00014,35.655164778926846,168.0,1,1,0,43.0,,shipped
Ord-00015,34.636842680943815,168.0,1,1,0,43.0,,shipped
Ord-00016,30.899148535382547,168.0,1,1,0,43.0,,shipped
Ord-00017,37.752512080170554,168.0,1,1,0,43.0,,shipped
Ord-00018,34.65822909101459,168.0,1,1,0,43.0,,shipped
Ord-00019,35.07120353322051,168.0,1,1,0,43.0,,shipped
Ord-00020,34.70776539792414,168.0,1,1,0,43.0,,shipped
Ord-00021,59.28154752200866,168.0,1,1,0,67.0,,shipped
Ord-00022,60.95426783316568,168.0,1,1,0,67.0,,shipped
Ord-00023,63.90550469324985,168.0,1,1,0,67.0,,shipped
Ord-00024,58.91905985338306,168.0,1,1,0,67.0,,shipped
Ord-00025,62.22103733983466,168.0,1,1,0,67.0,,shipped
Ord-00026,65.15761038229242,168.0,1,1,0,67.0,,shipped
Ord-00027,64.23368836334913,168.0,1,1,0,67.0,,shipped
Ord-00028,61.90059203370458,168.0,1,1,0,67.0,,shipped
Ord-00029,59.59842401745969,168.0,1,1,0,67.0,,shipped
Ord-00030,64.41235694451309,168.0,1,1,0,67.0,,shipped
Ord-00031,65.34271563254627,168.0,1,1,0,67.0,,shipped
Ord-00032,65.41704835485969,168.0,1,1,0,67.0,,shipped
Ord-00033,64.63528300185072,168.0,1,1,0,67.0,,shipped
Ord-00034,59.414354750708505,168.0,1,1,0,67.0,,shipped
Ord-00035,67.50556835624046,168.0,1,1,0,91.0,,shipped
Ord-00036,61.643003046931625,168.0,1,1,0,67.0,,shipped
Ord-00037,62.468082365915095,168.0,1,1,0,67.0,,shipped
Ord-00038,83.23031924894202,168.0,1,1,0,91.0,,shipped
Ord-00039,80.41405106492545,168.0,1,1,0,91.0,,shipped
Ord-00040,69.34933924487311,168.0,1,1,0,91.0,,shipped
Ord-00041,91.15710723307012,168.0,1,1,0,115.0,,shipped
Ord-00042,89.59927732470014,168.0,1,1,0,91.0,,shipped
Ord-00043,91.66791800903584,168.0,1,1,0,115.0,,shipped
Ord-00044,89.30236972550306,168.0,1,1,0,91.0,,shipped
