product,stage,type,material,quantity,remaining_stock,time
ProductA,Cutting,consumption,Steel_Sheet,-2,148,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.85,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.7,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,146,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,144,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,142,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,140,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,138,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,136,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,134,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.54999999999998,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,132,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,130,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,128,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,126,6.099999999999994
ProductB,Routing,consumption,Routing_Bits,-0.15,149.39999999999998,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,124,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,122,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,120,6.099999999999994
ProductA,Cutting,consumption,Steel_Sheet,-2,118,6.099999999999994
ProductA,Routing,consumption,Routing_Bits,-0.1,149.29999999999998,9.699999999999982
ProductA,Routing,consumption,Routing_Bits,-0.1,149.2,9.799999999999981
ProductA,Routing,consumption,Routing_Bits,-0.1,149.1,9.99999999999998
ProductA,Routing,consumption,Routing_Bits,-0.1,149.0,10.599999999999978
ProductA,Routing,consumption,Routing_Bits,-0.1,148.9,10.599999999999978
ProductA,Routing,consumption,Routing_Bits,-0.1,148.8,10.599999999999978
ProductA,Routing,consumption,Routing_Bits,-0.1,148.70000000000002,10.699999999999978
ProductA,Routing,consumption,Routing_Bits,-0.1,148.60000000000002,10.899999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.50000000000003,10.899999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.40000000000003,11.099999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.30000000000004,11.099999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.20000000000005,11.099999999999977
ProductA,Routing,consumption,Routing_Bits,-0.1,148.10000000000005,11.199999999999976
ProductA,Routing,consumption,Routing_Bits,-0.1,148.00000000000006,11.299999999999976
ProductA,Routing,consumption,Routing_Bits,-0.1,147.90000000000006,11.399999999999975
ProductA,Routing,consumption,Routing_Bits,-0.1,147.80000000000007,11.399999999999975
ProductB,Cutting,consumption,Steel_Sheet,-1.5,116.5,11.499999999999975
ProductB,Cutting,consumption,Steel_Sheet,-1.5,115.0,11.699999999999974
ProductB,Cutting,consumption,Steel_Sheet,-1.5,113.5,11.799999999999974
ProductB,Cutting,consumption,Steel_Sheet,-1.5,112.0,11.899999999999974
ProductB,Painting,consumption,Paint,-1.2,148.8,15.69999999999996
ProductB,Painting,consumption,Paint,-1.2,147.60000000000002,15.99999999999996
ProductA,Painting,consumption,Paint,-1,146.60000000000002,15.99999999999996
ProductA,Painting,consumption,Paint,-1,145.60000000000002,16.89999999999997
ProductB,Painting,consumption,Paint,-1.2,144.40000000000003,16.89999999999997
ProductB,Painting,consumption,Paint,-1.2,143.20000000000005,16.99999999999997
ProductA,Painting,consumption,Paint,-1,142.20000000000005,17.399999999999977
ProductA,Painting,consumption,Paint,-1,141.20000000000005,17.899999999999984
ProductA,Painting,consumption,Paint,-1,140.20000000000005,17.999999999999986
ProductA,Painting,consumption,Paint,-1,139.20000000000005,17.999999999999986
ProductA,Painting,consumption,Paint,-1,138.20000000000005,17.999999999999986
ProductA,Painting,consumption,Paint,-1,137.20000000000005,18.599999999999994
ProductA,Painting,consumption,Paint,-1,136.20000000000005,18.599999999999994
ProductA,Painting,consumption,Paint,-1,135.20000000000005,18.699999999999996
ProductA,Painting,consumption,Paint,-1,134.20000000000005,18.799999999999997
ProductA,Painting,consumption,Paint,-1,133.20000000000005,18.9
ProductA,Painting,consumption,Paint,-1,132.20000000000005,19.0
ProductA,Painting,consumption,Paint,-1,131.20000000000005,19.1
ProductA,Painting,consumption,Paint,-1,130.20000000000005,19.200000000000003
ProductA,Painting,consumption,Paint,-1,129.20000000000005,19.300000000000004
ProductB,Routing,consumption,Routing_Bits,-0.15,147.65000000000006,22.000000000000043
ProductA,Cutting,consumption,Steel_Sheet,-2,110.0,30.600000000000165
ProductA,Cutting,consumption,Steel_Sheet,-2,108.0,30.800000000000168
ProductB,Routing,consumption,Routing_Bits,-0.15,147.50000000000006,31.200000000000173
ProductB,Routing,consumption,Routing_Bits,-0.15,147.35000000000005,32.700000000000195
ProductB,Routing,consumption,Routing_Bits,-0.15,147.20000000000005,33.2000000000002
ProductA,Cutting,consumption,Steel_Sheet,-2,106.0,34.00000000000021
ProductA,Cutting,consumption,Steel_Sheet,-2,104.0,34.70000000000022
ProductB,Routing,consumption,Routing_Bits,-0.15,147.05000000000004,34.800000000000225
ProductA,Cutting,consumption,Steel_Sheet,-2,102.0,34.800000000000225
ProductA,Cutting,consumption,Steel_Sheet,-2,100.0,34.900000000000226
ProductA,Cutting,consumption,Steel_Sheet,-2,98.0,35.40000000000023
ProductA,Cutting,consumption,Steel_Sheet,-2,96.0,35.600000000000236
ProductB,Routing,consumption,Routing_Bits,-0.15,146.90000000000003,35.80000000000024
ProductA,Cutting,consumption,Steel_Sheet,-2,94.0,36.10000000000024
ProductB,Routing,consumption,Routing_Bits,-0.15,146.75000000000003,36.300000000000246
ProductA,Cutting,consumption,Steel_Sheet,-2,92.0,36.50000000000025
ProductA,Cutting,consumption,Steel_Sheet,-2,90.0,37.10000000000026
ProductB,Cutting,consumption,Steel_Sheet,-1.5,88.5,37.20000000000026
ProductA,Cutting,consumption,Steel_Sheet,-2,86.5,37.700000000000266
ProductA,Routing,consumption,Routing_Bits,-0.1,146.65000000000003,37.700000000000266
ProductA,Routing,consumption,Routing_Bits,-0.1,146.55000000000004,37.90000000000027
ProductA,Cutting,consumption,Steel_Sheet,-2,84.5,38.00000000000027
ProductB,Cutting,consumption,Steel_Sheet,-1.5,83.0,38.60000000000028
ProductA,Routing,consumption,Routing_Bits,-0.1,146.45000000000005,39.20000000000029
ProductB,Cutting,consumption,Steel_Sheet,-1.5,81.5,39.30000000000029
ProductA,Routing,consumption,Routing_Bits,-0.1,146.35000000000005,39.800000000000296
ProductA,Routing,consumption,Routing_Bits,-0.1,146.25000000000006,39.9000000000003
ProductA,Routing,consumption,Routing_Bits,-0.1,146.15000000000006,40.1000000000003
ProductA,Routing,consumption,Routing_Bits,-0.1,146.05000000000007,40.90000000000031
ProductA,Routing,consumption,Routing_Bits,-0.1,145.95000000000007,40.90000000000031
ProductB,Cutting,consumption,Steel_Sheet,-1.5,80.0,41.00000000000031
ProductB,Cutting,consumption,Steel_Sheet,-1.5,78.5,41.40000000000032
ProductA,Routing,consumption,Routing_Bits,-0.1,145.85000000000008,41.60000000000032
ProductA,Routing,consumption,Routing_Bits,-0.1,145.75000000000009,42.90000000000034
ProductB,Cutting,consumption,Steel_Sheet,-1.5,77.0,43.10000000000034
ProductA,Routing,consumption,Routing_Bits,-0.1,145.6500000000001,43.60000000000035
ProductA,Routing,consumption,Routing_Bits,-0.1,145.5500000000001,44.000000000000355
ProductB,Cutting,consumption,Steel_Sheet,-1.5,75.5,44.20000000000036
ProductB,Painting,consumption,Paint,-1.2,128.00000000000006,45.300000000000374
ProductB,Painting,consumption,Paint,-1.2,126.80000000000005,45.50000000000038
ProductB,Painting,consumption,Paint,-1.2,125.60000000000005,45.90000000000038
ProductB,Painting,consumption,Paint,-1.2,124.40000000000005,54.3000000000005
ProductB,Painting,consumption,Paint,-1.2,123.20000000000005,54.4000000000005
ProductA,Routing,consumption,Routing_Bits,-0.1,145.4500000000001,54.500000000000504
ProductA,Painting,consumption,Paint,-1,122.20000000000005,55.00000000000051
ProductA,Painting,consumption,Paint,-1,121.20000000000005,55.300000000000516
ProductB,Painting,consumption,Paint,-1.2,120.00000000000004,55.80000000000052
ProductA,Painting,consumption,Paint,-1,119.00000000000004,56.000000000000526
ProductA,Painting,consumption,Paint,-1,118.00000000000004,56.50000000000053
ProductB,Painting,consumption,Paint,-1.2,116.80000000000004,57.00000000000054
ProductA,Painting,consumption,Paint,-1,115.80000000000004,57.300000000000544
ProductA,Painting,consumption,Paint,-1,114.80000000000004,57.50000000000055
ProductA,Painting,consumption,Paint,-1,113.80000000000004,57.80000000000055
ProductA,Painting,consumption,Paint,-1,112.80000000000004,59.500000000000576
ProductA,Painting,consumption,Paint,-1,111.80000000000004,59.500000000000576
ProductA,Painting,consumption,Paint,-1,110.80000000000004,60.40000000000059
