order_id,completion_time,due_time,items_completed,items_total,release_time,shipped_time,start_time,status
Ord-00001,35.33966862871382,168.0,1,1,0,43.0,,shipped
Ord-00002,30.574511420070415,168.0,1,1,0,43.0,,shipped
Ord-00003,21.913642042012636,168.0,1,1,0,43.0,,shipped
Ord-00004,33.960799098237146,168.0,1,1,0,43.0,,shipped
Ord-00005,30.768927005780064,168.0,1,1,0,43.0,,shipped
Ord-00006,32.66298700257249,168.0,1,1,0,43.0,,shipped
Ord-00007,34.71784788649545,168.0,1,1,0,43.0,,shipped
Ord-00008,34.704207398634495,168.0,1,1,0,43.0,,shipped
Ord-00009,36.29356492112067,168.0,1,1,0,43.0,,shipped
Ord-00010,36.421150340860926,168.0,1,1,0,43.0,,shipped
Ord-00011,31.174727886180975,168.0,1,1,0,43.0,,shipped
Ord-00012,37.60418503504118,168.0,1,1,0,43.0,,shipped
Ord-00013,36.00086242981353,168.0,1,1,0,43.0,,shipped
Ord-00014,35.75615556936756,168.0,1,1,0,43.0,,shipped
Ord-00015,34.886101106721455,168.0,1,1,0,43.0,,shipped
Ord-00016,33.130461112394975,168.0,1,1,0,43.0,,shipped
Ord-00017,34.60217315245023,168.0,1,1,0,43.0,,shipped
Ord-00018,37.02181176641055,168.0,1,1,0,43.0,,shipped
Ord-00019,35.59424322429217,168.0,1,1,0,43.0,,shipped
Ord-00020,37.95284876897071,168.0,1,1,0,43.0,,shipped
Ord-00021,61.37102664621418,168.0,1,1,0,67.0,,shipped
Ord-00022,65.5346024586996,168.0,1,1,0,67.0,,shipped
Ord-00023,68.3018444533067,168.0,1,1,0,91.0,,shipped
Ord-00024,61.845900899123606,168.0,1,1,0,67.0,,shipped
Ord-00025,63.21476259009923,168.0,1,1,0,67.0,,shipped
Ord-00026,64.54511790314065,168.0,1,1,0,67.0,,shipped
Ord-00027,67.10197126062442,168.0,1,1,0,91.0,,shipped
Ord-00028,69.09887813724758,168.0,1,1,0,91.0,,shipped
Ord-00029,66.60360439603178,168.0,1,1,0,67.0,,shipped
Ord-00030,65.6947500339727,168.0,1,1,0,67.0,,shipped
Ord-00031,80.15247448368443,168.0,1,1,0,91.0,,shipped
Ord-00032,64.6411566088233,168.0,1,1,0,67.0,,shipped
Ord-00033,64.4333780354942,168.0,1,1,0,67.0,,shipped
Ord-00034,61.65935229184469,168.0,1,1,0,67.0,,shipped
Ord-00035,65.47951050199596,168.0,1,1,0,67.0,,shipped
Ord-00036,62.68689126469405,168.0,1,1,0,67.0,,shipped
Ord-00037,69.89730526011554,168.0,1,1,0,91.0,,shipped
Ord-00038,67.55120530777819,168.0,1,1,0,91.0,,shipped
Ord-00039,68.08099324939307,168.0,1,1,0,91.0,,shipped
Ord-00040,80.1517852739239,168.0,1,1,0,91.0,,shipped
Ord-00041,93.35557488837148,168.0,1,1,0,115.0,,shipped
Ord-00042,91.71713018185088,168.0,1,1,0,115.0,,shipped
Ord-00043,105.00679095962712,168.0,1,1,0,115.0,,shipped
Ord-00044,103.06710558288616,168.0,1,1,0,115.0,,shipped
