sim_time,product,stage,type,material,quantity,recycled_kg,waste_kg,water_m3
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
6.099999999999994,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
6.099999999999994,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
9.699999999999982,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
9.799999999999981,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
9.99999999999998,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
9.99999999999998,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
10.599999999999978,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
10.599999999999978,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
10.599999999999978,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
10.699999999999978,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
10.799999999999978,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
10.799999999999978,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
10.799999999999978,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
10.999999999999977,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
10.999999999999977,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
10.999999999999977,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
11.299999999999976,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
11.399999999999975,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
11.799999999999974,ProductB,Cutting,consumption,Steel_Sheet,1.5,0.03375000000000001,0.07500000000000001,0.0015
12.299999999999972,ProductB,Cutting,consumption,Steel_Sheet,1.5,0.03375000000000001,0.07500000000000001,0.0015
12.299999999999972,ProductB,Cutting,consumption,Steel_Sheet,1.5,0.03375000000000001,0.07500000000000001,0.0015
12.399999999999972,ProductB,Cutting,consumption,Steel_Sheet,1.5,0.03375000000000001,0.07500000000000001,0.0015
16.19999999999996,ProductB,Painting,consumption,Paint,1.2,0.0162,0.036,0.0
16.29999999999996,ProductB,Painting,consumption,Paint,1.2,0.0162,0.036,0.0
16.399999999999963,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
16.79999999999997,ProductB,Painting,consumption,Paint,1.2,0.0162,0.036,0.0
16.99999999999997,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
17.299999999999976,ProductB,Painting,consumption,Paint,1.2,0.0162,0.036,0.0
17.399999999999977,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
17.399999999999977,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
17.49999999999998,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
17.59999999999998,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
17.799999999999983,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
17.799999999999983,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
17.799999999999983,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
17.899999999999984,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
17.899999999999984,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
17.999999999999986,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
17.999999999999986,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
18.699999999999996,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
18.9,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
18.9,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
31.00000000000017,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
31.200000000000173,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
31.400000000000176,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
32.50000000000019,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
32.9000000000002,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
33.0000000000002,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
33.2000000000002,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
33.80000000000021,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
34.60000000000022,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
35.00000000000023,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
35.10000000000023,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
35.10000000000023,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
35.30000000000023,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
35.70000000000024,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
35.70000000000024,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
36.200000000000244,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
36.300000000000246,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
36.50000000000025,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
36.900000000000254,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
37.40000000000026,ProductA,Cutting,consumption,Steel_Sheet,2,0.05,0.1,0.002
37.50000000000026,ProductB,Cutting,consumption,Steel_Sheet,1.5,0.03375000000000001,0.07500000000000001,0.0015
38.00000000000027,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
38.70000000000028,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
38.90000000000028,ProductB,Cutting,consumption,Steel_Sheet,1.5,0.03375000000000001,0.07500000000000001,0.0015
39.50000000000029,ProductB,Cutting,consumption,Steel_Sheet,1.5,0.03375000000000001,0.07500000000000001,0.0015
40.3000000000003,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
40.60000000000031,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
41.200000000000315,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
41.60000000000032,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
42.80000000000034,ProductB,Cutting,consumption,Steel_Sheet,1.5,0.03375000000000001,0.07500000000000001,0.0015
43.00000000000034,ProductB,Painting,consumption,Paint,1.2,0.0162,0.036,0.0
43.10000000000034,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
43.40000000000035,ProductB,Cutting,consumption,Steel_Sheet,1.5,0.03375000000000001,0.07500000000000001,0.0015
43.60000000000035,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
43.80000000000035,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
43.80000000000035,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
43.900000000000354,ProductB,Cutting,consumption,Steel_Sheet,1.5,0.03375000000000001,0.07500000000000001,0.0015
44.000000000000355,ProductB,Cutting,consumption,Steel_Sheet,1.5,0.03375000000000001,0.07500000000000001,0.0015
44.20000000000036,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
44.40000000000036,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
44.700000000000365,ProductB,Painting,consumption,Paint,1.2,0.0162,0.036,0.0
45.10000000000037,ProductA,Routing,consumption,Routing_Bits,0.1,0.001,0.002,0.0
54.90000000000051,ProductB,Painting,consumption,Paint,1.2,0.0162,0.036,0.0
55.10000000000051,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
56.600000000000534,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
57.300000000000544,ProductB,Painting,consumption,Paint,1.2,0.0162,0.036,0.0
57.400000000000546,ProductB,Painting,consumption,Paint,1.2,0.0162,0.036,0.0
57.70000000000055,ProductB,Painting,consumption,Paint,1.2,0.0162,0.036,0.0
57.80000000000055,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
59.10000000000057,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
59.20000000000057,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
59.20000000000057,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
59.20000000000057,ProductB,Routing,consumption,Routing_Bits,0.15,0.00135,0.003,0.0
59.400000000000574,ProductB,Painting,consumption,Paint,1.2,0.0162,0.036,0.0
59.70000000000058,ProductA,Painting,consumption,Paint,1,0.015,0.03,0.0
